486.7, 1.51575, 1.85641
489.9, 6.063, 7.42563
491.7, 3.0315, 4.28719
492.2, 3.0315, 4.28719
493.4, 3.0315, 4.28719
493.6, 1.51575, 1.85641
495.1, 1.51575, 1.85641
495.4, 3.0315, 3.0315
496.4, 4.54725, 4.15106
496.9, 3.0315, 2.47521
497.1, 2.021, 1.84491
497.3, 6.063, 5.25072
497.8, 3.0315, 3.0315
498.1, 1.8189, 1.32834
498.3, 0.866143, 0.69446
498.6, 1.2126, 1.01453
499.1, 0.50525, 0.545733
499.3, 0.673667, 0.52663
499.6, 2.021, 1.84491
499.8, 1.29922, 0.896544
500.1, 1.26313, 0.67235
500.3, 0.551182, 0.423697
500.6, 1.34733, 0.809647
500.8, 1.92914, 0.932726
501.1, 1.63235, 0.765256
501.3, 1.26313, 0.67235
501.5, 0.275591, 0.203538
501.8, 1.19095, 0.423789
502, 1.13681, 0.384813
502.3, 1.63235, 0.541118
502.5, 0.538934, 0.206786
502.8, 1.29, 0.3444
503, 0.565195, 0.18562
503.3, 0.926292, 0.22565
503.5, 0.887269, 0.205919
503.8, 0.536549, 0.130161
504, 0.826773, 0.155454
504.3, 0.613975, 0.119021
504.5, 0.527218, 0.0952043
504.8, 0.405624, 0.0700648
505, 0.617358, 0.0827464
505.3, 0.45506, 0.0591812
505.5, 0.535641, 0.0599296
505.7, 0.481523, 0.048337
506, 0.539857, 0.0469142
506.2, 0.521688, 0.0398376
506.5, 0.495955, 0.0339035
506.7, 0.517831, 0.0302542
507, 0.519809, 0.0256263
507.2, 0.638736, 0.0253606
507.5, 0.768188, 0.0239917
507.7, 0.912607, 0.0233055
508, 1.07058, 0.021788
508.2, 1.24633, 0.0206286
508.5, 1.32932, 0.0173228
508.7, 1.2897, 0.0135362
509, 1.15281, 0.00976496
509.2, 1.04566, 0.0072522
509.5, 0.974128, 0.00564985
509.7, 0.965822, 0.00479155
510, 0.970103, 0.00425122
510.2, 1.01611, 0.00400823
510.4, 1.06095, 0.00388734
510.7, 1.10505, 0.00385837
510.9, 1.11171, 0.00383406
511.2, 1.07506, 0.00378193
511.4, 1.01599, 0.00376035
511.7, 0.936767, 0.00375571
511.9, 0.876103, 0.00391026
512.2, 0.838331, 0.00427091
512.4, 0.830825, 0.00494643
512.7, 0.850154, 0.00608742
512.9, 0.924651, 0.00810237
513.2, 1.01559, 0.0110628
513.4, 1.07159, 0.0147189
513.7, 0.996125, 0.0175177
513.9, 0.90889, 0.019742
514.2, 0.717585, 0.0196874
514.4, 0.661285, 0.0222088
514.6, 0.545686, 0.0227819
514.9, 0.440847, 0.0234446
515.1, 0.463276, 0.0288146
515.4, 0.454525, 0.0323505
515.6, 0.494062, 0.0392788
515.9, 0.488065, 0.0441315
516.1, 0.432448, 0.0464593
516.4, 0.520561, 0.0611186
516.6, 0.398147, 0.0560921
516.9, 0.383859, 0.0652422
517.1, 0.458641, 0.0768552
517.4, 0.622256, 0.10939
517.6, 0.609997, 0.116381
517.9, 0.665452, 0.141425
518.1, 0.751169, 0.158573
518.4, 0.499698, 0.13925
518.6, 0.447836, 0.133066
518.8, 0.559662, 0.175842
519.1, 0.534971, 0.193419
519.3, 0.568407, 0.206469
519.6, 1.04208, 0.36422
519.8, 1.11687, 0.349179
520.1, 0.36378, 0.222273
520.3, 0.48504, 0.261202
520.6, 0.757876, 0.378938
520.8, 0.713295, 0.396391
521.1, 0.6063, 0.332084
521.3, 0.4042, 0.304271
521.6, 0.826773, 0.53851
521.8, 0.30315, 0.317947
522.3, 3.0315, 1.91729
522.6, 0.433072, 0.462973
522.8, 0.909451, 0.598674
523.3, 0.50525, 0.545733
523.5, 0.866143, 0.69446
524.3, 1.0105, 1.16683
524.5, 3.0315, 4.28719
525.3, 1.2126, 1.01453
525.5, 0.757876, 0.847331
525.8, 2.021, 1.84491
526.3, 0.6063, 0.664169
526.5, 3.0315, 2.47521
527.3, 2.021, 1.84491
527.5, 3.0315, 3.0315
528, 3.0315, 4.28719
530.2, 1.51575, 1.85641
530.7, 3.0315, 4.28719
531, 3.0315, 4.28719
531.2, 3.0315, 4.28719
531.5, 1.51575, 1.85641
531.9, 3.0315, 4.28719
532.7, 3.0315, 4.28719
